2026-03-25	ALUMINUM	6061 Truck Wheel	1.28	pickup Mi dwest	Joseph Krash Mtls	Joseph Krash	440-735-5555
2026-04-01	SS/HITEMP/OTHER	Ti Tube 80K	2.00	fas Houston TX	AMS Group/CTG	David Hess	713-426-4777
2026-04-01	SS/HITEMP/OTHER	Mag Puck AZ31 40K	0.40	fas Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-01	SS/HITEMP/OTHER	Mag Ingot AZ91 50K	1.50	pickup Seller's	Kristi Corp	Jeyapal Babu	908-487-4552
2026-04-01	SS/HITEMP/OTHER	Mag Solids AZ31 20K	0.75	fas Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-01	SS/HITEMP/OTHER	Soft Lead 1CL	0.91	fas Tampa FL	Intl Core Supply	Kaupin Patel	727-564-3409
2026-04-01	SS/HITEMP/OTHER	Auto Battery 5CL	0.42	fas Houston TX	NUR Metals	Kazim Ali	714-718-2150
2026-04-01	SS/HITEMP/OTHER	Auto Fluff 200K	0.05	fob Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-02	ALUMINUM	356 Auto Wheel-Dirty	1.34	Yoe PA	Regen Recycling	Adam Krupp	514-405-5550
2026-04-02	ALUMINUM	6061 Truck Wheel	1.30	pickup Midwest	Joseph Krash Mtls	Joseph Krash	440-735-5555
2026-04-02	ALUMINUM	6063 Extrusion 2%Fe	1.21	Troy MO	Most	John Morgan	636-295-4036
2026-04-02	ALUMINUM	Al BX Cable	2.77	fas Main Ports	LLW	Justin Wu	401-261-4110
2026-04-02	ALUMINUM	Painted Siding-Cln	1.27	Austin TX	Outlast	Timothy Engels	314-323-5247
2026-04-02	ALUMINUM	AC Compressor	0.56	Houston TX	Global Mtls Group	Vishal Sharma	713-887-6981
2026-04-02	ALUMINUM	Irony Al 65%-70%	0.41	fas Main Ports	Guram Trading	Gurmo Sandhu	604-377-1249
2026-04-02	ALUMINUM	Old Cast 2% Fe	1.10	Newton WI	B & B Metals	Robert Burrows	920-693-8261
2026-04-02	ALUMINUM	Old Sheet 2% Fe	1.08	fas Main Ports	Metallon Trading	Matt Ehrlich	925-683-7317
2026-04-02	ALUMINUM	Shredded Al	0.75	fas Main Ports	Metal Trading	Shasha Pogon	650-288-2999
2026-04-02	COPPER/BRASS	#1 Ins Cu 75%	3.24	Chattanooga TN	CLP Mtl Recovery	Matt Molenhouse	423-364-5889
2026-04-02	COPPER/BRASS	#2 Cu-Birch/Cliff	5.40	pickup Seller's	E. Tech Mgmt	Benny Yeung	626-271-0815
2026-04-02	COPPER/BRASS	#2 Ins Cu 40%	1.83	fas Main Ports	LLW	Justin Wu	401-261-4110
2026-04-02	COPPER/BRASS	6 & 1 Wire 90%	3.95	pickup MW	Koppers	David Roche	412-227-2411
2026-04-02	COPPER/BRASS	Beryllium/Cu Tng	4.00	Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-02	COPPER/BRASS	Degaussing Wire	1.90	Lakewood NJ	SAMR	Albert Boufarah	732-300-8144
2026-04-02	COPPER/BRASS	CAT5/CAT6 Wire	1.76	Chattanooga TN	CLP Mtl Recovery	Matt Molenhouse	423-364-5889
2026-04-02	COPPER/BRASS	Cu Clad Wire 30%	0.88	pickup MW	Koppers	David Roche	412-227-2411
2026-04-02	COPPER/BRASS	Cu Transformer Core	0.90	pickup Seller's	E. Tech Mgmt	Benny Yeung	626-271-0815
2026-04-02	COPPER/BRASS	Alternator	1.16	fas East Coast	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-02	COPPER/BRASS	Starter w/Al Head	0.74	Houston TX	Global Mtls Group	Vishal Sharma	713-887-6981
2026-04-02	COPPER/BRASS	AC Motor-HVAC	0.78	fas Main Ports	Florida Metal	Yusuf Motiwala	407-935-0371
2026-04-02	COPPER/BRASS	Electric Motor-Sml	0.63	fas East Coast	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-02	COPPER/BRASS	Electric Motor-Mxd	0.67	fas East Coast	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-02	COPPER/BRASS	Ribbon Wire	1.59	fas Main Ports	Metal Trading	Shasha Pogon	650-288-2999
2026-04-02	COPPER/BRASS	Sealed Unit	0.56	fas East Coast	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-02	COPPER/BRASS	Cu Ballast	0.52	fas Main Ports	Florida Metal	Yusuf Motiwala	407-935-0371
2026-04-02	COPPER/BRASS	Shredder Picking	1.02	fas Main Ports	Metallon Trading	Matt Ehrlich	925-683-7317
2026-04-02	COPPER/BRASS	Yellow Brass-Honey	3.50	Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-02	SS/HITEMP/OTHER	Moly Electrode	20.00	pickup Midwest	N.G.R.	Brian Howard	419-452-8005
2026-04-02	SS/HITEMP/OTHER	Auto Battery	0.405	fas Main Ports	AP Global Mgmt	Jae Jang	917-991-2313
2026-04-02	SS/HITEMP/OTHER	Steel Cased Battery	0.405	fas Main Ports	AP Global Mgmt	Jae Jang	917-991-2313
2026-04-02	SS/HITEMP/OTHER	Gold Memory	50.00	Lakewood NJ	SAMR	Albert Boufarah	732-300-8144
2026-04-02	SS/HITEMP/OTHER	P91 Scrap	850/MT	Houston TX	Texan Minerals	Suresh Babu	+971-504833176
2026-04-02	SS/HITEMP/OTHER	#1 Auto Cast	340/GT	Zion IL	Cleveland Corp	Bob Kujawinski	847-872-7200
2026-04-02	SS/HITEMP/OTHER	C.I. Rotor/Drum	355/GT	Springfield MA	Joseph Freedman	JR Scappini	413-276-4022
2026-04-02	SS/HITEMP/OTHER	C12A Grade Scrap	750/MT	Houston TX	Texan Minerals	Suresh Babu	+971-504833176
2026-04-02	SS/HITEMP/OTHER	Stove Cast	250/GT	Zion IL	Cleveland Corp	Bob Kujawinski	847-872-7200
2026-04-02	SS/HITEMP/OTHER	Steel Turning	230/GT	Springfield MA	Joseph Freedman	JR Scappini	413-276-4022
2026-04-02	SS/HITEMP/OTHER	C.I. Counterweight	200/MT	fas Main Ports	Guram Trading	Gurmo Sandhu	604-377-1249
2026-04-06	ALUMINUM	380 Cast-Cln/New	1.02/1.14	Ashville A L	Hikae Alum Proc	John Horne	423-507- 4903
2026-04-06	ALUMINUM	6022 Al-Segregated	0.75	fas Midwes t	Mervis Recycling	Brendan Beck	217-431- 2184
2026-04-06	ALUMINUM	6061 Puck	0.968	fob Midwes t	Target Trading	David Sager	404-983- 0570
2026-04-06	ALUMINUM	7050 Solids	0.80	fob Midwes t	Mervis Recycling	Brendan Beck	217-431- 2184
2026-04-06	ALUMINUM	Al Turning-HG-C&D	0.93	fob Midwes t	Metal Conversions	Neil Chalupa	614-392- 5787
2026-04-06	ALUMINUM	IAW 78%	1.50	Garland TX	Geomet Recycling	Ivanna Torres	915-352- 9982
2026-04-06	ALUMINUM	ACSR 68%	1.25	Montreal P Q	AIM Co	Cassandra Guedes	514-216- 6327
2026-04-06	ALUMINUM	ACSR/Ins Al 67%	1.18	Garland TX	Geomet Recycling	Ivanna Torres	915-352- 9982
2026-04-06	ALUMINUM	Al Engine	0.45	Ashville A L	Hikae Alum Proc	John Horne	423-507- 4903
2026-04-06	COPPER/BRASS	Cu Mud/Dust	1.55	fob Midwes t	Target Trading	David Sager	404-983- 0570
2026-04-06	COPPER/BRASS	Cu Ash/Sweep	0.14	fob Shippe r's	Sustainable Mgmt	Michael Friedman	502-526- 4458
2026-04-06	COPPER/BRASS	Electric Motor-Sml	0.62/0.60	fas East/W est	RAB Wealth	Binish Kalani	214-985- 1696
2026-04-06	COPPER/BRASS	Electric Motor-Mxd	0.60/0.58	fas East/W est	RAB Wealth	Binish Kalani	214-985- 1696
2026-04-06	SS/HITEMP/OTHER	Ti 6-4 BW	2.50	San Diego  CA	M3 Metals	Steve Lodge	760-510- 9210
2026-04-06	SS/HITEMP/OTHER	Range Lead-Indoor	0.91	fas US Ram ps	Grace Trading	Joy Li	216-235- 7735
2026-04-06	SS/HITEMP/OTHER	Tin Oxide	LLMEx60%	fob Shippe r's	Sustainable Mgmt	Michael Friedman	502-526- 4458
2026-04-06	SS/HITEMP/OTHER	SSD Hard Drive	15.00	North York  ON	Usaca Resources	Kevin Lim	718-663- 1168
2026-04-06	SS/HITEMP/OTHER	CD/DVD Rm w/Board	0.10	Baltimore  MD	Owl Metals	Marcus Long	410-282- 0068
2026-04-06	SS/HITEMP/OTHER	C.I. Boring	310/GT	Chicago IL	Reserve Alloys	Cal Larkin	574-270- 8159
2026-04-07	ALUMINUM	6061 Truck Wheel	1.30	pickup Midwes t	Joseph Krash Mtls	Joseph Krash	440-735-5555
2026-04-07	ALUMINUM	356 Auto Wheel-Dirty	1.38	Huntington IN	Transmetco	Ryan Gledhill	260-224-5817
2026-04-07	ALUMINUM	7075 Solids	1.45	Detroit MI	Major Metals	Steve Sollish	313-368-6060
2026-04-07	ALUMINUM	8000 Foil-New	1.01	Ansonia CT	Connecticut Metal	Tom Mele	203-736-0790
2026-04-07	ALUMINUM	Painted Siding-Cln	1.27	Austin TX	Outlast	Timothy Engels	314-323-5247
2026-04-07	ALUMINUM	Al/Cu Rad-Cln	2.80	fas East Coas t	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-07	ALUMINUM	Al/Cu Heat Sink	1.51	fas Main Port s	Metal Trading	Shasha Pogon	650-288-2999
2026-04-07	ALUMINUM	Al/Cu Transformer	0.80	Hillside NJ	Tekmat Solution	Ken Chen	908-688-4700
2026-04-07	ALUMINUM	Irony Al 50%+	0.73/Al	Concord ON	Rochester Aluminum	Simon/Jose	905-669-1222
2026-04-07	ALUMINUM	Shredded Al	0.72	fas Main Port s	Vigour Int'l	Jing Wang	718-747-5287
2026-04-07	ALUMINUM	Old Cast 2% Fe	0.98	Apr Jackson T N	Most	Bob Zuerner	731-506-3922
2026-04-07	ALUMINUM	Old Sheet-T/T w/CCIC	1.03	fas East Coas t	AME/Yechiu	Kris Loke	626-281-3000
2026-04-07	ALUMINUM	Zorba 95%/3% Red	0.69	fas Main Port s	Vigour Int'l	Jing Wang	718-747-5287
2026-04-07	COPPER/BRASS	Silver Plated Brass	6.00	pickup Seller 's	Noble Metal Svcs	Dan Healey	866-695-4806
2026-04-07	COPPER/BRASS	Busbar-Ag Plated	5.50	Cleveland OH	Secure Recycling	Mario Jurcic	833-633-7328
2026-04-07	COPPER/BRASS	ASR Wire	1.10	Cleveland OH	Secure Recycling	Mario Jurcic	833-633-7328
2026-04-07	COPPER/BRASS	Computer Wire	1.08	fas Main Port s	Metal Trading	Shasha Pogon	650-288-2999
2026-04-07	COPPER/BRASS	Cu Clad Wire 30%	0.91	pickup MW	Koppers	David Roche	412-227-2411
2026-04-07	COPPER/BRASS	Christmas Wire	0.86	Hillside NJ	Tekmat Solution	Ken Chen	908-688-4700
2026-04-07	COPPER/BRASS	Cu Transformer-Lrg	1.10	Detroit MI	Eastside Metal	Andy Need	586-291-6069
2026-04-07	COPPER/BRASS	Cu Transformer-Sml	1.01	fas Main Port s	LLW	Justin Wu	401-261-4110
2026-04-07	COPPER/BRASS	Cu Transformer-Med	1.03	Detroit MI	Eastside Metal	Andy Need	586-291-6069
2026-04-07	COPPER/BRASS	Alternator	1.18	fas East Coas t	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-07	COPPER/BRASS	Electric Motor-Mxd	0.65	fas East Coas t	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-07	COPPER/BRASS	Electric Motor-Lrg	0.42	Auburn AL	Southeastern Recy	Lora Williams	334-298-2273
2026-04-07	COPPER/BRASS	Sealed Unit	0.56	fas East Coas t	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-07	COPPER/BRASS	Yellow Brass-Honey	3.50	Houston TX	Derichebourg Recy	Guy Bernstein	404-579-4773
2026-04-07	SS/HITEMP/OTHER	17-4/15-5 SS-Usable	0.37	Houston TX	MP&T Intl	Manish Gupta	832-444-9687
2026-04-07	SS/HITEMP/OTHER	304 SS Solids-20'	0.61	fas East Coas t	RM Metals	Chait Desai	908-222-1500
2026-04-07	SS/HITEMP/OTHER	316 SS Solids-20'	1.20	fas East Coas t	RM Metals	Chait Desai	908-222-1500
2026-04-07	SS/HITEMP/OTHER	Nitronic 33 Solids	0.22	Houston TX	MP&T Intl	Manish Gupta	832-444-9687
2026-04-07	SS/HITEMP/OTHER	Lead Scrap-Dirty	0.50	Muskogee OK	Wheeler Metals	Tim Wheeler	918-682-1083
2026-04-07	SS/HITEMP/OTHER	Auto Battery	0.32	GraniteFalls  NC	C CON Metals USA	Seth Fanberg	828-313-2266
2026-04-07	SS/HITEMP/OTHER	Lead Shot-Cln	0.55	Muskogee OK	Wheeler Metals	Tim Wheeler	918-682-1083
2026-04-07	SS/HITEMP/OTHER	Ind Cell Battery	0.32	GraniteFalls  NC	C CON Metals USA	Seth Fanberg	828-313-2266
2026-04-07	SS/HITEMP/OTHER	Gold Memory	37.50	del Midwest	Sadoff E-Recycling	Zack Morris	618-578-2282
2026-04-07	SS/HITEMP/OTHER	Hard Drive Board	16.75	del Midwest	Sadoff E-Recycling	Zack Morris	618-578-2282
2026-04-07	SS/HITEMP/OTHER	#1 Auto Cast	340/GT	Zion IL	Cleveland Corp	Bob Kujawinski	847-872-7200
2026-04-07	SS/HITEMP/OTHER	Heavy Torching Scrap	245/GT	Columbus OH	Columbus Mtl Recy	Chris Weber	614-478-0808
2026-04-07	SS/HITEMP/OTHER	Stove Cast	250/GT	Zion IL	Cleveland Corp	Bob Kujawinski	847-872-7200
2026-04-07	SS/HITEMP/OTHER	PET Bottle-Bale	0.10	fob Midwest	Target Trading	David Sager	404-983-0570
2026-04-08	ALUMINUM	6063 Extrusion 2%Fe	1.25	Troy MO	Most	John  Morgan	636-295-4036
2026-04-08	ALUMINUM	356 Auto Wheel-Dirty	1.34	Yoe PA	Regen Recycling	Adam  Krupp	514-405-5550
2026-04-08	ALUMINUM	380 Al-New	1.24	Newton WI	B & B Metals	Rober t Burrows	920-693-8261
2026-04-08	ALUMINUM	6022 Al-Segregated	0.75	fas Midwest	Mervis Recycling	Brend an Beck	217-431-2184
2026-04-08	ALUMINUM	ACSR/Ins Al	LME  3M+45/-pr	del UT	Utah Metal Works	Chris  Lewon	801-364-5679
2026-04-08	ALUMINUM	ACSR 68%	1.25	Montreal PQ	AIM Co	Cassa ndra Guedes	514-216-6327
2026-04-08	ALUMINUM	Al Foil-Yogurt Lid	0.45	fas Main Ports	Alamo Metal Recy	Rites h Patel	956-783-4709
2026-04-08	COPPER/BRASS	#1 Ins Cu 75%	3.73	Chattanooga TN	CLP Mtl Recovery	Matt  Molenhouse	423-364-5889
2026-04-08	COPPER/BRASS	Brass Shell-Cln	3.60	fas East Coast	CNA Metals	Andre w Bilodeau	281-494-4940
2026-04-08	COPPER/BRASS	Degaussing Wire	1.90	Lakewood NJ	SAMR	Alber t Boufarah	732-300-8144
2026-04-08	COPPER/BRASS	Starter w/Al/Fe Head	0.90/0.86	fas East Coast	ALA Intl	A. Go dil	281-650-0258
2026-04-08	COPPER/BRASS	Electric Motor-Sml	0.705	fas Main Ports	Florida Metal	Yusuf  Motiwala	407-935-0371
2026-04-08	COPPER/BRASS	Shredder Picking	1.02	fas Main Ports	Metallon Trading	Matt  Ehrlich	925-683-7317
2026-04-08	COPPER/BRASS	Yellow Brass-Honey	3.245	fas East Coast	Ni-Met	Karan  Parikh	289-291-1111
2026-04-08	SS/HITEMP/OTHER	Moly Electrode	20.00	pickup Midwest	N.G.R.	Brian  Howard	419-452-8005
2026-04-08	SS/HITEMP/OTHER	Ti 6-4 BW	2.50	San Diego CA	M3 Metals	Steve  Lodge	760-510-9210
2026-04-08	SS/HITEMP/OTHER	Range Lead-Indoor	0.91	fas US Ramps	Grace Trading	Joy L i	216-235-7735
2026-04-08	SS/HITEMP/OTHER	Battery Plate-Rail	0.485	fas Main Ports	Fornax Intl	Raksh it Parekh	973-494-0962
2026-04-08	SS/HITEMP/OTHER	Auto Battery	0.405	fas Main Ports	AP Global Mgmt	Jae J ang	917-991-2313
2026-04-08	SS/HITEMP/OTHER	P91 Scrap	0.45	fob Sellers	Texan Minerals	Sures h Babu	+971-504833176
2026-04-08	SS/HITEMP/OTHER	C.I. Boring	310/GT	Chicago IL	Reserve Alloys	Cal L arkin	574-270-8159
2026-04-08	SS/HITEMP/OTHER	Steel Turning	230/GT	Springfield MA	Joseph Freedman	JR Sc appini	413-276-4022
2026-04-08	SS/HITEMP/OTHER	Al/Cu Rad-Cln 1CL	3.11	fas Tampa FL	Intl Core Supply	Kaupi n Patel	727-564-3409
2026-04-08	SS/HITEMP/OTHER	EC Wire 50K	2.20	fob Houston TX	NUR Metals	Kazim  Ali	714-718-2150
2026-04-08	SS/HITEMP/OTHER	Irony Al 65% 1CL	0.41	fas Toronto ON	Doublewin Intl	Leon  Zhao	416-832-8532
2026-04-08	SS/HITEMP/OTHER	Sealed Unit 2CL	0.58	fas Tampa FL	Intl Core Supply	Kaupi n Patel	727-564-3409
2026-04-08	SS/HITEMP/OTHER	304 SS Solids 1CL	0.62	fas Toronto ON	Doublewin Intl	Leon  Zhao	416-832-8532
2026-04-08	SS/HITEMP/OTHER	430 SS Condenser 1CL	0.30	fob Toronto ON	Doublewin Intl	Leon  Zhao	416-832-8532
2026-04-08	SS/HITEMP/OTHER	Ti Tube 80K	2.00	fas Houston TX	AMS Group/CTG	David  Hess	713-426-4777
2026-04-08	SS/HITEMP/OTHER	Mag Solids AZ31 20K	0.75	fas Houston TX	Derichebourg Recy	Guy B ernstein	404-579-4773
2026-04-08	SS/HITEMP/OTHER	Mag Puck AZ31 40K	0.40	fas Houston TX	Derichebourg Recy	Guy B ernstein	404-579-4773
2026-04-08	SS/HITEMP/OTHER	Auto Battery 5CL	0.42	fas Houston TX	NUR Metals	Kazim  Ali	714-718-2150
2026-04-08	SS/HITEMP/OTHER	Auto Fluff 200K	0.05	fob Houston TX	Derichebourg Recy	Guy B ernstein	404-579-4773
2026-04-08	SS/HITEMP/OTHER	CAT Excavator 1PC	15,000/PC	fob Colton CA	Augustine Metals	Lynn  Augustine	951-682-8102
2026-04-08	SS/HITEMP/OTHER	Labounty Shearer 1PC	50,000/PC	fob Colton CA	Augustine Metals	Lynn  Augustine	951-682-8102
2026-04-09	ALUMINUM	380 Pucks	1.10	Ashville AL	Hikae Alum Proc	John Horne	423-507-4903
2026-04-09	ALUMINUM	6061 Truck Wheel	1.35	pickup Midwest	Joseph Krash Mtls	Joseph Krash	440-735-5555
2026-04-09	ALUMINUM	Painted Siding	1.15	fob Midwest	Target Trading	David Sager	404-983-0570
2026-04-09	ALUMINUM	Al BX Cable	2.82	fas Main Ports	LLW	Justin Wu	401-261-4110
2026-04-09	ALUMINUM	Al/Cu Rad End	1.75	fas Main Ports	Liberty Mtls Recy	Wing Lai	470-338-2073
2026-04-09	ALUMINUM	Al/Cu Heat Sink	1.51	fas Main Ports	Metal Trading	Shasha Pogon	650-288-2999
2026-04-09	ALUMINUM	Al Suture Foil	0.30	fas East/West	SMC Mgmt	Larry Schipp er	201-404-0071
2026-04-09	ALUMINUM	Al Engine	0.45	Ashville AL	Hikae Alum Proc	John Horne	423-507-4903
2026-04-09	ALUMINUM	Alucobond	0.24	fas East Coast	SMC Mgmt	Larry Schipp er	201-404-0071
2026-04-09	ALUMINUM	Al UBC/Foil Package	0.50	fas Main Ports	Kristi Corp	Jeyapal Babu	908-487-4552
2026-04-09	ALUMINUM	Shredded Al	0.72	fas Main Ports	Vigour Int'l	Jing Wang	718-747-5287
2026-04-09	ALUMINUM	E Zorba	0.75	fas Main Ports	Leadpark Ent US	Edmund Ip	347-970-3003
2026-04-09	ALUMINUM	Zorba 95%/3% Red	0.69	fas Main Ports	Vigour Int'l	Jing Wang	718-747-5287
2026-04-09	COPPER/BRASS	#2 Ins Cu 35%	1.70	pickup Seller's	E. Tech Mgmt	Benny Yeung	626-271-0815
2026-04-09	COPPER/BRASS	Beryllium/Cu Tng	4.00	Houston TX	Derichebourg Recy	Guy Bernstei n	404-579-4773
2026-04-09	COPPER/BRASS	Silver Plated Brass	7.00	Houston TX	Derichebourg Recy	Guy Bernstei n	404-579-4773
2026-04-09	COPPER/BRASS	Brass Breakage 75%	2.25	fas Main Ports	LLW	Justin Wu	401-261-4110
2026-04-09	COPPER/BRASS	Jelly Cable-Stripped	3.50	fas Main Ports	Leadpark Ent US	Edmund Ip	347-970-3003
2026-04-09	COPPER/BRASS	Helix Closed Eye	1.60	fas Main Ports	Liberty Mtls Recy	Wing Lai	470-338-2073
2026-04-09	COPPER/BRASS	Christmas Wire	0.87	fas Main Ports	Metal Trading	Shasha Pogon	650-288-2999
2026-04-09	COPPER/BRASS	Cu Mud/Dust	1.60	fob Midwest	Target Trading	David Sager	404-983-0570
2026-04-09	COPPER/BRASS	Cu Transformer-Lrg	1.14	Detroit MI	Eastside Metal	Andy Need	586-291-6069
2026-04-09	COPPER/BRASS	Cu Transformer Core	0.90	pickup Seller's	E. Tech Mgmt	Benny Yeung	626-271-0815
2026-04-09	COPPER/BRASS	Cu Transformer-Med	1.07	Detroit MI	Eastside Metal	Andy Need	586-291-6069
2026-04-09	COPPER/BRASS	Cu Concentrate	0.50+	fas Main Ports	Kristi Corp	Jeyapal Babu	908-487-4552
2026-04-09	COPPER/BRASS	Electric Motor-Mxd	0.60/0.58	fas East/West	RAB Wealth	Binish Kalan i	214-985-1696
2026-04-09	COPPER/BRASS	Sealed Unit	0.50/0.49	fas East/West	RAB Wealth	Binish Kalan i	214-985-1696
2026-04-09	SS/HITEMP/OTHER	446 SS Solids	640/MT	fas East Ports	Anytime Metals	Julia Daviso n	647-517-2652
2026-04-09	SS/HITEMP/OTHER	Zurik	0.30-0.55	fas Main Ports	Majestic Corp	Lionel Lai	+61-477232233
2026-04-09	SS/HITEMP/OTHER	Lead Scrap-Dirty	0.50	Muskogee OK	Wheeler Metals	Tim Wheeler	918-682-1083
2026-04-09	SS/HITEMP/OTHER	Battery-EV	0.65	Fox Lake WI	GlobalTech	Joe Clark	800-770-2330
2026-04-09	SS/HITEMP/OTHER	Lead Shot-Cln	0.55	Muskogee OK	Wheeler Metals	Tim Wheeler	918-682-1083
2026-04-09	SS/HITEMP/OTHER	Ind Cell Battery	0.32	GraniteFalls NC	C CON Metals USA	Seth Fanberg	828-313-2266
2026-04-09	SS/HITEMP/OTHER	Steel Cased Battery	0.32	GraniteFalls NC	C CON Metals USA	Seth Fanberg	828-313-2266
2026-04-09	SS/HITEMP/OTHER	Cellphone Board	13.00-15.00	Holbrook NY	Encore Refining	Don Galindo	631-319-1910
2026-04-09	SS/HITEMP/OTHER	Finger Board	5.25	Holbrook NY	Encore Refining	Don Galindo	631-319-1910
2026-04-09	SS/HITEMP/OTHER	Trim Boards	0.52-0.63	fas Main Ports	Majestic Corp	Lionel Lai	+61-477232233
2026-04-09	SS/HITEMP/OTHER	Si Sheet CRGO M3/M4	0.32/0.22	fas East Ports	Florida Metal	Moe Motiwala	407-935-0371
2026-04-09	SS/HITEMP/OTHER	Mn Steel-Prepared	400/MT	fob East Coast	Anytime Metals	Julia Daviso n	647-517-2652
2026-04-09	SS/HITEMP/OTHER	Si Sheet CRGO M5/M6	0.20/0.15	fas East Ports	Florida Metal	Moe Motiwala	407-935-0371
2026-04-09	SS/HITEMP/OTHER	Disc/Rotor/Drum	350/MT	fas Main Ports	Canwest Recycling	Ben Shah	778-982-8150
2026-04-10	ALUMINUM	356 Auto Wheel-Cln	1.42	fas East Coast	ALA Intl	A. Godil	281-650-0258
2026-04-10	ALUMINUM	356 Auto Wheel-Dirty	1.38	Huntington IN	Transmetco	Ryan Gledhill	260-224-5817
2026-04-10	ALUMINUM	7075 Solids	1.45	Detroit MI	Major Metals	Steve Sollish	313-368-6060
2026-04-10	ALUMINUM	Al Turning-HG-C&D	0.98	fob Midwest	Metal Conversions	Neil Chalupa	614-392-5787
2026-04-10	ALUMINUM	Al Puck-HG/Mxd	1.11/1.00	fas Main Ports	Metallon Trading	Matt Ehrlich	925-683-7317
2026-04-10	ALUMINUM	AC Compressor	0.73	fas East Coast	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-10	ALUMINUM	Al Cast Breakage 50%	0.65	Newton WI	B & B Metals	Robert Burrows	920-693-8261
2026-04-10	ALUMINUM	Irony Al 75%+	0.50	fas Main Ports	Alamo Metal Recy	Ritesh Patel	956-783-4709
2026-04-10	ALUMINUM	Al Cast 2% Fe	1.16	fas East Ports	Quadrant Metals	SaurabhDhandharia	502-999-2617
2026-04-10	ALUMINUM	Old Cast 2% Fe	1.00	Apr Jackson TN	Most	Bob Zuerner	731-506-3922
2026-04-10	ALUMINUM	Old Sheet-T/T w/CCIC	1.03	fas East Coast	AME/Yechiu	Kris Loke	626-281-3000
2026-04-10	COPPER/BRASS	#1 Ins Cu 75%	3.73	Chattanooga TN	CLP Mtl Recovery	Matt Molenhouse	423-364-5889
2026-04-10	COPPER/BRASS	#2 Cu Chop	5.00	Cleveland OH	Secure Recycling	Mario Jurcic	833-633-7328
2026-04-10	COPPER/BRASS	6 & 1 Wire 90%	4.08	pickup MW	Koppers	David Roche	412-227-2411
2026-04-10	COPPER/BRASS	Brass Shell-Cln	3.60	fas East Coast	CNA Metals	Andrew Bilodeau	281-494-4940
2026-04-10	COPPER/BRASS	CAT5/CAT6 Wire	2.07	Chattanooga TN	CLP Mtl Recovery	Matt Molenhouse	423-364-5889
2026-04-10	COPPER/BRASS	Computer Wire	1.00	Cleveland OH	Secure Recycling	Mario Jurcic	833-633-7328
2026-04-10	COPPER/BRASS	Cu Clad Wire 30%	0.91	pickup MW	Koppers	David Roche	412-227-2411
2026-04-10	COPPER/BRASS	Fuse Box	1.00	Hillside NJ	Tekmat Solution	Ken Chen	908-688-4700
2026-04-10	COPPER/BRASS	Alternator	1.18	fas East Coast	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-10	COPPER/BRASS	Electric Motor-Sml	0.68	fas East Coast	Dynasel Impex	Paige Sheley	336-989-3433
2026-04-10	COPPER/BRASS	Electric Motor-Mxd	0.68	fas East Coast	Steelbro Intl	Raj Mittal	516-922-8002
2026-04-10	COPPER/BRASS	Electric Motor-Lrg	0.42	Auburn AL	Southeastern Recy	Lora Williams	334-298-2273
2026-04-10	COPPER/BRASS	Electronic Ballast	0.46	fas East Coast	ALA Intl	A. Godil	281-650-0258
2026-04-10	COPPER/BRASS	Shredder Picking	1.02	fas Main Ports	Metallon Trading	Matt Ehrlich	925-683-7317
2026-04-10	SS/HITEMP/OTHER	17-4/15-5 SS-Usable	0.37	Houston TX	MP&T Intl	Manish Gupta	832-444-9687
2026-04-10	SS/HITEMP/OTHER	304/316 SS Solids	0.60/1.11	fas East Coast	CNA Metals	Andrew Bilodeau	281-494-4940
2026-04-10	SS/HITEMP/OTHER	409 SS Solids	0.21	Tullahoma TN	C.F.C. Recycling	Andrew Rice	931-247-8404
2026-04-10	SS/HITEMP/OTHER	Nitronic 33 Solids	0.22	Houston TX	MP&T Intl	Manish Gupta	832-444-9687
2026-04-10	SS/HITEMP/OTHER	Ti 6-4 BW	2.50	San Diego CA	M3 Metals	Steve Lodge	760-510-9210
2026-04-10	SS/HITEMP/OTHER	Soft Lead-Cln	0.75	fas Main Ports	Fornax Intl	Rakshit Parekh	973-494-0962
2026-04-10	SS/HITEMP/OTHER	Graphic Cards	5.00	North York ON	Usaca Resources	Kevin Lim	718-663-1168
2026-04-10	SS/HITEMP/OTHER	P91 Scrap	850/MT	Houston TX	Texan Minerals	Suresh Babu	+971-504833176
2026-04-10	SS/HITEMP/OTHER	#1 Auto Cast	340/GT	Zion IL	Cleveland Corp	Bob Kujawinski	847-872-7200
